product_id,cust_id,method,quantity,date_of_purchase
767,92382,Mail,2,1/9/2017
136,93831,Telephone,1,2/16/2018
958,45717,Sales visit,4,10/15/2016
616,55405,Web,3,3/3/2017
708,47851,Fax,3,11/12/2016
683,95564,Mail,1,4/9/2018
710,87610,Sales visit,1,2/26/2019
578,25152,Web,3,6/25/2016
169,18365,Web,2,4/27/2016
455,12996,Fax,1,12/27/2016
559,79043,Web,1,5/18/2015
603,17106,Mail,2,2/21/2018
621,61591,Web,1,1/22/2019
853,92382,Web,1,6/24/2017
162,93831,Telephone,4,9/9/2015
303,85326,Web,1,10/23/2018
101,21477,Sales visit,1,4/24/2015
896,19569,Mail,1,8/14/2018
748,14183,Fax,1,4/11/2019
562,49081,Telephone,4,12/19/2015
202,71884,Telephone,4,4/16/2015
224,60240,Web,2,8/25/2015
131,18642,Fax,4,6/9/2018
304,65757,Web,4,2/2/2018
332,37418,Telephone,4,12/30/2016
190,18960,Fax,1,8/18/2017
634,88512,Web,4,7/15/2017
712,66610,Fax,4,11/22/2017
311,11037,Mail,1,11/9/2018
588,70090,Telephone,4,3/30/2019
848,17435,Web,4,9/1/2018
391,66750,Fax,3,1/18/2017
595,51073,Fax,1,2/28/2018
296,68655,Mail,2,6/2/2015
103,96859,Fax,2,9/28/2018
704,22663,Sales visit,4,2/13/2016
335,89655,Mail,2,5/27/2016
755,55393,Web,2,2/5/2018
383,64311,Fax,2,11/21/2017
452,19037,Fax,1,10/31/2017
276,71795,Sales visit,2,2/3/2018
889,98147,Web,1,9/25/2017
447,85163,Mail,1,7/7/2016
341,71846,Mail,1,8/13/2017
394,74585,Telephone,2,3/1/2017
186,74041,Sales visit,4,12/24/2016
683,44646,Sales visit,3,5/13/2017
321,62287,Fax,2,6/6/2016
852,66035,Fax,1,5/9/2017
661,22078,Mail,3,11/10/2018
533,97926,Telephone,4,8/8/2016
109,14759,Telephone,1,2/21/2018
765,59877,Mail,2,9/4/2016
608,37655,Sales visit,1,4/25/2015
713,64212,Sales visit,3,5/5/2016
661,48088,Fax,3,3/29/2018
599,92616,Telephone,2,6/16/2016
592,60419,Fax,4,10/22/2015
605,20141,Web,1,6/17/2018
364,56684,Web,2,6/13/2015
717,72503,Mail,2,1/3/2016
674,13153,Telephone,2,5/3/2018
922,99291,Mail,1,12/22/2018
825,73257,Web,4,5/12/2015
216,83451,Mail,3,10/16/2016
921,60244,Telephone,3,2/28/2016
929,92861,Web,3,4/30/2015
559,26018,Telephone,3,10/25/2018
952,14821,Fax,1,8/3/2018
190,37845,Telephone,4,3/21/2018
169,42682,Sales visit,2,5/12/2018
636,29849,Fax,4,11/5/2016
697,35897,Sales visit,2,10/13/2017
897,12886,Fax,2,6/27/2017
282,96890,Mail,2,2/18/2018
606,25657,Sales visit,4,9/5/2016
655,57783,Web,4,2/25/2016
763,28665,Web,4,7/29/2018
886,22912,Mail,2,6/27/2018
998,90677,Web,3,11/24/2018
141,18297,Web,2,8/18/2018
337,96572,Mail,4,4/22/2017
983,66943,Telephone,4,4/15/2018
486,22002,Telephone,2,1/22/2017
176,58103,Telephone,4,2/28/2017
525,95029,Fax,1,11/21/2017
664,71243,Web,1,1/27/2017
150,47476,Fax,3,9/26/2016
954,90014,Sales visit,2,8/21/2015
854,71644,Web,1,5/28/2015
757,46780,Fax,2,6/12/2015
318,65702,Telephone,3,5/10/2015
453,70423,Sales visit,3,2/3/2016
891,85430,Fax,1,3/19/2018
856,59977,Sales visit,1,7/23/2015
502,43647,Mail,2,4/19/2015
828,52049,Fax,4,6/28/2015
704,66390,Mail,1,6/27/2015
893,76567,Mail,2,5/23/2017
352,29043,Sales visit,3,5/21/2017
930,37251,Telephone,3,1/23/2016
442,30130,Fax,3,12/14/2015
518,24973,Web,1,7/26/2016
251,98669,Telephone,3,11/17/2018
643,91304,Web,4,1/8/2016
599,61600,Web,2,11/22/2018
620,32959,Sales visit,2,12/15/2016
977,52662,Mail,4,2/22/2019
393,15450,Web,3,3/14/2018
230,52607,Web,2,4/18/2016
455,60625,Telephone,4,5/15/2018
467,19569,Sales visit,4,9/16/2016
779,14221,Fax,3,2/24/2019
130,12218,Web,3,9/14/2015
498,58647,Mail,1,3/8/2017
752,58033,Fax,3,3/1/2018
815,17462,Mail,1,2/16/2017
404,86142,Mail,4,4/30/2016
410,77733,Web,1,2/2/2019
670,83691,Web,2,5/8/2015
571,95029,Telephone,2,10/20/2015
808,83899,Sales visit,2,11/14/2018
415,87926,Telephone,4,7/21/2017
516,28333,Web,3,1/14/2018
270,53753,Fax,1,10/28/2015
302,71148,Telephone,3,12/31/2018
837,95617,Telephone,4,10/2/2018
561,70021,Mail,1,1/22/2018
966,54355,Web,1,9/17/2016
233,80281,Web,3,7/28/2017
873,60684,Fax,3,2/3/2017
299,36764,Mail,4,7/7/2016
897,48224,Web,3,9/5/2017
974,67821,Fax,1,8/13/2018
335,49385,Mail,3,6/9/2016
733,83351,Fax,3,4/14/2019
986,40087,Web,1,9/23/2017
834,98121,Mail,4,8/25/2016
215,47469,Web,1,10/18/2016
256,27167,Mail,4,3/14/2017
482,66612,Mail,3,9/17/2018
461,46094,Mail,1,6/1/2018
529,29827,Fax,4,7/18/2016
589,49606,Mail,1,3/20/2017
140,87153,Fax,1,2/25/2016
532,35822,Sales visit,2,9/16/2018
495,79240,Telephone,3,2/2/2019
569,44616,Telephone,1,11/19/2015
407,92004,Mail,1,6/2/2015
858,80772,Mail,3,8/22/2015
569,13148,Web,1,3/22/2018
804,57910,Fax,2,11/21/2015
289,39846,Fax,3,4/11/2019
529,86001,Sales visit,4,5/31/2015
424,16568,Fax,3,5/1/2018
512,52972,Telephone,4,10/26/2017
859,87761,Sales visit,1,6/9/2017
904,80772,Telephone,1,9/10/2016
465,34854,Telephone,3,3/29/2019
909,65999,Telephone,3,6/3/2016
453,32162,Sales visit,1,6/29/2017
958,34439,Web,1,1/14/2016
305,57555,Sales visit,1,6/25/2018
579,58325,Mail,1,10/3/2017
474,83420,Mail,4,1/23/2018
687,64422,Fax,1,10/7/2017
948,74367,Web,4,6/3/2015
555,33770,Fax,2,9/14/2016
402,20979,Mail,4,2/19/2016
972,48228,Fax,4,10/7/2015
281,37024,Sales visit,1,1/1/2019
394,38446,Fax,3,12/30/2015
905,86622,Mail,1,7/21/2015
617,76503,Telephone,4,9/6/2018
146,95330,Telephone,2,11/25/2017
961,60053,Mail,1,12/1/2015
877,52521,Web,4,7/29/2018
678,90212,Telephone,3,2/7/2019
460,72232,Mail,3,6/3/2018
237,27789,Web,1,5/17/2018
785,12024,Telephone,4,1/20/2018
954,92861,Mail,1,12/17/2017
668,24454,Telephone,4,5/26/2016
187,94714,Sales visit,2,8/6/2016
892,32872,Mail,4,8/27/2018
690,86402,Telephone,4,2/22/2016
186,94287,Fax,2,8/17/2016
636,59393,Web,3,8/21/2015
669,62715,Mail,3,12/20/2018
401,18100,Telephone,1,8/16/2016
535,12241,Web,4,4/22/2017
586,42886,Sales visit,2,8/25/2016
517,24605,Fax,3,6/2/2017
983,78564,Fax,3,5/30/2015
395,40087,Fax,1,3/11/2016
682,70873,Mail,1,7/3/2015
449,43119,Fax,4,10/11/2015
848,53160,Mail,2,8/21/2015
958,58103,Mail,1,7/31/2015
819,48224,Telephone,4,8/11/2017
748,52763,Mail,2,3/25/2016
785,36213,Telephone,1,11/23/2017
183,44909,Mail,3,7/7/2015
878,82207,Sales visit,2,2/1/2018
540,88035,Sales visit,1,12/2/2016
173,35804,Sales visit,2,11/13/2015
167,24824,Mail,3,1/6/2017
356,89655,Telephone,2,7/5/2018
830,40380,Mail,3,11/11/2018
618,77614,Fax,3,11/28/2016
840,36963,Web,3,2/2/2018
688,73257,Telephone,3,10/31/2017
269,93414,Mail,4,7/15/2016
463,54328,Mail,3,8/14/2016
948,41390,Sales visit,4,7/22/2016
247,19037,Mail,2,10/10/2016
502,69829,Web,3,5/4/2015
171,28928,Fax,4,10/1/2015
469,17833,Mail,1,5/19/2015
414,91024,Telephone,2,2/3/2016
622,14875,Fax,1,1/12/2016
630,13074,Web,2,9/19/2015
496,43469,Mail,4,12/8/2018
408,12241,Mail,2,2/18/2016
196,74746,Fax,4,8/2/2018
772,62151,Sales visit,2,9/21/2016
216,94082,Mail,2,9/15/2018
259,94983,Sales visit,4,8/17/2017
202,55677,Fax,3,4/23/2018
449,63969,Web,3,7/22/2017
297,69636,Mail,3,6/30/2015
109,17018,Mail,1,2/29/2016
677,58029,Telephone,4,2/17/2016
858,47470,Mail,3,6/29/2017
779,12268,Sales visit,2,4/12/2017
796,68099,Mail,3,1/21/2019
295,48765,Mail,4,1/6/2016
688,71465,Telephone,3,5/27/2018
668,94690,Sales visit,4,2/17/2017
235,19904,Sales visit,1,6/15/2017
124,49576,Fax,1,8/31/2018
133,95406,Fax,4,11/16/2016
763,72553,Fax,3,3/13/2016
568,76058,Mail,2,10/15/2018
468,12845,Web,1,9/23/2018
808,97523,Fax,4,3/17/2019
997,24569,Web,4,11/9/2016
477,94137,Fax,3,1/30/2018
474,96890,Mail,2,9/15/2016
209,28335,Web,1,3/3/2016
182,99849,Web,4,5/23/2015
415,55225,Fax,1,8/2/2017
169,20352,Fax,3,3/23/2017
192,51786,Telephone,3,3/20/2018
248,28502,Mail,3,4/10/2016
166,58497,Telephone,4,11/25/2015
701,94492,Web,1,1/12/2016
712,45211,Mail,2,1/17/2017
756,27238,Sales visit,3,11/4/2016
176,36552,Web,4,3/26/2017
415,71148,Fax,2,11/27/2017
267,28368,Fax,3,5/11/2016
177,57910,Fax,3,9/4/2015
954,80732,Fax,2,1/1/2018
384,20315,Mail,1,2/8/2016
307,63229,Sales visit,2,11/16/2017
579,68606,Telephone,2,2/23/2017
266,38446,Mail,2,1/3/2017
719,74746,Fax,4,10/9/2015
120,59331,Telephone,4,6/11/2017
584,26018,Sales visit,1,10/13/2015
221,14759,Telephone,2,11/27/2018
275,68620,Mail,3,6/11/2015
473,45974,Mail,4,3/23/2018
129,99983,Sales visit,2,11/1/2016
159,33927,Telephone,4,6/13/2015
815,83166,Web,2,9/30/2017
851,53845,Fax,1,4/23/2018
271,87761,Mail,3,4/29/2018
715,46615,Web,2,3/15/2019
579,27748,Web,4,5/13/2015
222,88346,Mail,2,10/28/2018
181,88882,Mail,1,9/18/2016
863,67650,Fax,4,2/28/2018
145,65950,Mail,2,11/13/2017
804,17462,Mail,2,12/9/2018
976,10465,Sales visit,1,9/6/2017
287,31031,Sales visit,4,2/17/2018
493,83643,Telephone,1,6/3/2016
832,25797,Web,2,12/23/2018
194,40685,Web,2,6/10/2016
125,55138,Fax,4,12/18/2015
993,72952,Mail,1,12/11/2015
395,35302,Web,4,6/20/2017
228,82165,Mail,3,1/28/2016
745,74219,Web,3,5/21/2016
337,16860,Mail,2,12/19/2016
350,58806,Web,1,8/10/2015
274,12996,Web,4,9/15/2018
384,88810,Mail,3,5/2/2018
103,61487,Fax,4,11/26/2015
804,72790,Sales visit,3,8/29/2018
931,18794,Fax,4,8/29/2016
672,52972,Fax,3,5/2/2015
952,48003,Sales visit,3,11/23/2018
713,12210,Mail,4,12/2/2015
954,44808,Sales visit,4,9/8/2017
542,81354,Telephone,2,12/5/2016
495,76514,Web,2,5/5/2016
350,71547,Web,3,8/6/2018
728,10652,Sales visit,3,12/22/2016
362,88035,Mail,1,3/27/2019
568,42880,Telephone,4,2/7/2017
554,37795,Fax,4,12/24/2015
980,48647,Fax,1,2/11/2017
595,20141,Fax,3,11/7/2017
173,44636,Sales visit,2,12/6/2015
652,62715,Telephone,1,1/2/2018
973,57005,Sales visit,4,12/10/2018
768,55307,Sales visit,3,3/18/2017
489,89082,Mail,1,4/12/2017
600,16858,Telephone,1,8/27/2018
353,52115,Telephone,2,9/3/2018
263,71815,Mail,2,12/3/2016
614,96121,Telephone,4,1/5/2018
307,60438,Telephone,2,5/27/2015
903,88810,Sales visit,1,1/24/2019
576,21355,Mail,1,5/23/2016
140,94247,Mail,2,12/23/2017
535,15006,Sales visit,3,7/13/2017
393,22397,Sales visit,3,1/24/2016
395,57952,Mail,4,8/5/2017
993,67172,Web,2,1/19/2018
757,32290,Fax,2,6/26/2017
836,53499,Sales visit,1,6/25/2016
315,15657,Sales visit,3,2/4/2016
455,78308,Fax,3,8/25/2016
914,64115,Sales visit,4,12/13/2016
305,75121,Web,3,10/28/2016
150,23094,Sales visit,1,8/23/2018
171,71212,Web,3,6/7/2015
764,48813,Mail,3,5/30/2015
958,27035,Telephone,2,2/18/2018
716,76185,Mail,3,5/10/2015
199,49040,Web,4,6/22/2018
839,79243,Web,4,8/4/2015
900,65573,Web,2,10/5/2017
643,87779,Mail,4,5/15/2017
999,55481,Web,3,10/2/2015
962,37795,Sales visit,1,10/16/2016
821,15084,Web,3,2/14/2016
208,46572,Telephone,1,3/16/2018
468,23859,Sales visit,3,2/5/2018
568,29031,Sales visit,1,6/26/2016
605,11419,Telephone,3,10/29/2017
769,48274,Mail,1,8/28/2015
905,72935,Web,1,3/31/2016
903,40853,Web,3,1/3/2018
711,17941,Mail,1,4/9/2017
118,67356,Fax,2,2/19/2016
990,17279,Mail,3,2/7/2016
943,44279,Web,1,12/29/2016
583,29886,Fax,3,12/12/2015
608,66378,Web,2,6/6/2017
933,60419,Web,1,3/25/2019
398,14183,Sales visit,3,7/6/2016
778,89556,Fax,1,1/13/2017
410,42886,Web,2,6/1/2016
447,57895,Telephone,4,8/12/2015
979,10345,Web,1,2/20/2019
423,94082,Telephone,4,8/17/2015
696,23480,Web,4,2/22/2017
313,16383,Sales visit,2,12/7/2015
669,84476,Fax,1,11/19/2016
538,69409,Mail,3,8/8/2015
851,74547,Sales visit,4,11/5/2017
247,37170,Fax,1,9/7/2016
860,15192,Web,4,11/18/2017
981,21153,Sales visit,2,12/9/2015
166,85458,Mail,1,12/7/2018
143,32429,Telephone,3,5/9/2016
214,44734,Sales visit,3,10/5/2015
840,36489,Fax,4,2/28/2017
343,18914,Mail,2,1/11/2017
264,11463,Web,2,3/22/2018
545,75841,Web,1,2/20/2018
439,28036,Mail,4,9/29/2016
632,90014,Telephone,4,11/18/2015
355,61581,Web,2,10/18/2016
865,62673,Fax,2,11/28/2018
766,84168,Web,3,11/13/2016
455,33374,Fax,3,6/26/2017
900,71243,Mail,4,6/5/2016
819,51571,Fax,2,5/3/2016
698,80619,Mail,3,12/30/2017
123,24015,Sales visit,1,5/21/2018
685,16347,Mail,4,11/16/2015
382,91692,Web,1,9/30/2017
340,29390,Telephone,1,5/17/2018
142,12780,Telephone,1,2/12/2016
862,80772,Telephone,4,5/23/2015
931,51035,Web,3,2/25/2019
952,44658,Telephone,1,9/15/2018
839,29390,Sales visit,2,12/9/2018
498,36273,Telephone,1,2/5/2017
188,16445,Mail,3,9/4/2015
640,47476,Telephone,4,10/18/2017
800,62085,Sales visit,3,8/8/2016
676,90764,Telephone,4,11/22/2015
609,40829,Web,2,5/4/2017
900,41708,Web,4,1/24/2016
357,43715,Sales visit,2,6/24/2016
796,12657,Web,4,10/31/2018
789,78193,Mail,4,5/16/2016
355,19590,Mail,3,8/9/2017
952,45227,Mail,1,8/19/2016
459,69896,Web,4,12/12/2016
493,53376,Fax,1,5/4/2018
848,45428,Mail,2,10/13/2016
289,10297,Web,1,12/30/2018
786,30802,Telephone,1,8/21/2015
306,44279,Sales visit,1,8/13/2015
790,45856,Fax,1,3/23/2019
756,72952,Fax,2,10/14/2017
472,62245,Web,2,7/17/2017
227,28259,Telephone,2,4/8/2019
763,27035,Web,4,10/17/2016
679,88594,Mail,4,5/12/2016
311,22126,Sales visit,2,5/27/2017
192,45974,Telephone,2,6/23/2015
740,76724,Sales visit,2,5/19/2017
788,53964,Fax,3,12/1/2015
545,82190,Web,1,8/14/2016
583,28542,Mail,1,6/6/2016
263,70434,Mail,4,11/8/2017
510,40952,Telephone,3,1/19/2017
777,63099,Mail,3,5/26/2017
201,60112,Telephone,3,12/28/2016
341,29197,Web,4,2/9/2018
564,25222,Mail,4,12/5/2017
311,74746,Mail,1,3/19/2019
237,94397,Web,2,4/25/2018
942,88308,Mail,3,9/15/2015
396,94690,Telephone,2,7/6/2015
132,45503,Sales visit,1,6/3/2016
434,58103,Mail,2,10/6/2016
904,49576,Mail,3,4/24/2016
307,81221,Web,4,8/28/2016
545,95727,Telephone,2,12/21/2018
895,14018,Telephone,2,3/21/2017
380,54355,Mail,2,6/14/2017
241,86325,Sales visit,1,8/6/2017
217,94534,Web,1,8/12/2016
846,80465,Web,2,11/30/2015
197,73757,Sales visit,2,2/8/2017
290,81448,Sales visit,2,5/17/2015
551,84332,Mail,3,6/2/2015
971,17258,Telephone,3,12/31/2016
817,83899,Web,4,3/17/2018
685,24308,Fax,1,11/28/2017
318,21474,Telephone,2,12/24/2015
466,99589,Telephone,4,7/6/2017
741,44566,Fax,2,2/7/2016
954,93675,Telephone,3,7/27/2017
724,81536,Telephone,3,11/26/2015
759,61022,Telephone,2,6/19/2017
872,58029,Fax,2,11/30/2015
401,34719,Fax,1,8/25/2016
482,47011,Telephone,1,5/12/2016
497,38699,Web,4,12/31/2018
552,60370,Telephone,2,5/26/2016
915,19840,Sales visit,2,9/11/2017
784,32315,Web,2,6/24/2015
153,78281,Web,1,1/10/2016
879,99073,Sales visit,2,10/3/2017
307,79598,Telephone,2,10/2/2017
429,32754,Web,3,11/6/2018
698,27531,Fax,4,1/13/2016
200,21555,Telephone,1,10/12/2017
198,49040,Fax,1,4/4/2017
270,99247,Telephone,1,9/28/2015
220,54032,Web,3,1/10/2019
210,64023,Fax,3,8/10/2018
727,76679,Mail,1,5/29/2018
176,85327,Telephone,3,7/10/2018
902,18815,Fax,3,2/25/2018
486,40829,Fax,3,6/18/2016
522,32914,Fax,4,6/10/2016
374,45055,Fax,3,9/16/2017
345,19404,Telephone,4,12/29/2015
465,79598,Web,4,5/16/2015
184,67326,Telephone,4,6/15/2018
374,18585,Web,4,6/16/2015
364,74367,Mail,2,5/13/2015
918,97729,Web,3,6/16/2018
328,29634,Mail,1,9/14/2015
818,71559,Sales visit,2,5/25/2017
753,64212,Telephone,1,4/22/2018
557,97263,Web,1,1/3/2018
658,18663,Mail,1,2/10/2017
561,81645,Mail,4,1/21/2016
587,68694,Mail,1,10/3/2017
901,91304,Telephone,1,5/23/2018
741,88035,Telephone,3,5/16/2016
373,95617,Web,3,2/11/2017
260,78773,Sales visit,4,7/29/2018
640,18597,Web,1,5/9/2015
704,32914,Telephone,1,3/14/2019
227,65182,Fax,4,5/4/2015
330,91366,Mail,2,1/15/2018
957,24454,Sales visit,1,8/5/2015
274,78773,Web,1,5/4/2015
285,88408,Mail,1,3/13/2018
623,53314,Mail,4,12/11/2017
944,90009,Sales visit,1,8/7/2017
273,39273,Fax,4,11/9/2015
447,18642,Fax,4,8/12/2018
525,20256,Web,4,6/12/2015
563,89887,Fax,1,9/15/2018
955,50029,Mail,3,4/21/2017
777,67386,Mail,4,3/13/2018
574,18365,Telephone,4,2/25/2017
446,81354,Sales visit,3,5/13/2018
555,24695,Web,4,1/25/2017
917,52607,Mail,2,10/3/2018
455,13218,Telephone,4,9/26/2016
522,66370,Telephone,1,6/18/2018
401,13058,Web,3,9/13/2016
439,30157,Telephone,3,12/18/2016
235,23124,Fax,2,6/23/2017
623,50269,Web,2,9/30/2015
721,32567,Mail,2,3/17/2018
111,73023,Web,3,10/6/2015
579,70764,Web,3,11/29/2017
576,75948,Web,4,10/31/2017
237,90652,Sales visit,4,9/2/2017
340,82190,Sales visit,2,12/22/2018
600,18569,Mail,2,12/18/2018
879,55206,Telephone,3,11/3/2017
465,31995,Fax,2,8/16/2018
571,66202,Fax,2,2/6/2019
546,12848,Mail,4,9/22/2017
852,39858,Sales visit,1,8/15/2018
599,44810,Telephone,3,10/24/2015
755,52279,Sales visit,1,10/4/2016
530,48647,Sales visit,2,2/11/2017
409,77281,Mail,4,2/22/2018
196,99589,Mail,1,2/10/2017
681,27238,Mail,1,3/21/2019
394,44909,Sales visit,1,9/2/2016
824,30130,Sales visit,2,5/8/2016
314,11037,Mail,2,8/31/2015
948,85288,Sales visit,2,4/16/2016
989,43288,Mail,4,2/7/2016
357,81398,Sales visit,3,5/24/2018
474,85652,Web,2,12/7/2018
219,23480,Sales visit,1,10/31/2018
627,75617,Telephone,2,5/31/2015
590,74637,Sales visit,4,9/21/2015
688,56460,Sales visit,3,1/2/2017
312,87741,Telephone,2,1/5/2018
719,13936,Sales visit,4,11/5/2017
652,13229,Mail,3,7/28/2016
173,65950,Web,4,9/17/2015
354,95406,Web,3,5/8/2016
171,33117,Sales visit,3,12/20/2017
187,69745,Sales visit,4,10/20/2017
532,53814,Telephone,1,7/21/2015
322,14371,Fax,2,7/6/2018
574,76658,Fax,1,2/16/2016
644,17018,Sales visit,2,10/26/2018
849,10883,Mail,4,2/22/2018
834,28259,Sales visit,4,3/24/2016
541,24454,Sales visit,4,3/5/2019
699,10928,Sales visit,2,6/29/2018
800,44810,Sales visit,4,1/20/2016
543,79055,Sales visit,3,9/11/2015
232,25939,Mail,1,11/28/2018
423,22328,Fax,4,12/5/2015
951,73032,Fax,2,1/20/2019
534,55468,Mail,3,8/31/2016
256,79519,Sales visit,2,9/26/2018
252,55481,Web,2,6/11/2018
998,15166,Mail,1,7/5/2016
844,42699,Web,1,1/13/2019
904,17106,Fax,3,6/5/2015
406,49576,Web,1,8/1/2016
450,78773,Mail,2,2/20/2019
792,15088,Web,3,2/23/2019
961,77473,Web,1,2/9/2019
194,18172,Fax,2,1/13/2017
397,18597,Fax,2,2/19/2019
830,39577,Mail,2,11/17/2016
311,50282,Web,1,6/29/2015
587,23124,Fax,1,12/4/2018
290,72232,Fax,1,1/15/2016
788,73873,Web,3,9/22/2016
840,83401,Telephone,2,3/20/2017
586,70834,Mail,1,8/3/2016
982,38082,Sales visit,4,6/28/2017
596,31911,Sales visit,1,10/8/2016
468,12236,Mail,1,7/21/2016
367,30099,Fax,3,9/7/2017
546,79624,Telephone,1,9/26/2016
815,20156,Sales visit,1,1/20/2019
721,62258,Sales visit,3,8/3/2015
372,88739,Web,3,5/31/2015
451,42907,Fax,2,1/10/2017
970,27992,Mail,2,5/23/2017
977,90677,Mail,4,1/27/2019
997,54413,Fax,4,3/27/2019
453,20228,Telephone,2,1/17/2017
710,25684,Web,4,8/28/2015
960,48003,Fax,4,6/14/2018
787,39020,Sales visit,2,12/11/2016
645,65407,Mail,4,6/13/2015
780,36085,Telephone,2,9/6/2017
411,92925,Web,2,4/29/2017
104,15245,Fax,2,2/23/2019
356,33770,Web,1,11/23/2016
935,16858,Sales visit,4,10/5/2016
576,59331,Telephone,2,8/1/2015
660,79598,Mail,2,8/11/2015
642,12242,Fax,4,4/18/2015
512,53728,Mail,2,4/6/2018
214,67126,Web,3,8/26/2015
919,10991,Web,1,5/24/2018
127,12236,Mail,1,2/15/2016
934,63448,Mail,1,12/25/2018
651,76169,Web,2,4/29/2018
491,59421,Fax,3,3/17/2019
310,75039,Web,4,3/13/2016
208,84966,Telephone,2,8/9/2016
456,74219,Sales visit,2,2/5/2017
930,85546,Mail,2,1/14/2016
750,14236,Fax,3,7/13/2017
151,85546,Mail,4,9/1/2017
487,38724,Telephone,1,6/17/2017
843,76838,Fax,4,3/19/2016
664,49267,Mail,3,10/31/2015
931,16755,Fax,3,10/21/2018
167,10652,Mail,4,2/10/2019
840,42092,Sales visit,3,7/17/2016
242,94742,Web,1,4/10/2016
659,73620,Web,1,12/6/2016
266,25091,Sales visit,4,7/8/2017
490,24774,Sales visit,1,7/8/2015
336,13871,Web,1,9/4/2017
711,40422,Mail,3,6/15/2015
907,36489,Sales visit,1,7/17/2017
117,36181,Sales visit,4,6/12/2016
642,73257,Fax,4,8/31/2018
355,66698,Sales visit,1,2/3/2017
298,14370,Web,4,6/25/2018
325,18564,Sales visit,3,1/25/2019
443,12969,Telephone,4,10/7/2016
849,90114,Mail,1,2/20/2017
142,85652,Sales visit,2,9/28/2017
442,21089,Web,1,12/30/2018
974,58535,Fax,1,8/29/2016
993,97564,Sales visit,1,2/19/2017
247,74159,Sales visit,2,7/26/2016
849,48863,Fax,4,8/17/2017
827,88882,Sales visit,2,10/22/2018
234,38615,Telephone,1,7/5/2015
273,55307,Web,3,3/26/2016
317,48003,Mail,2,12/27/2015
126,12541,Web,1,6/10/2015
256,36006,Web,2,2/16/2019
442,53188,Web,1,7/7/2017
591,18489,Telephone,3,3/14/2018
676,88262,Sales visit,3,10/25/2017
289,57821,Fax,1,9/8/2018
540,89655,Mail,2,4/7/2018
954,94287,Telephone,2,4/6/2018
162,52027,Mail,2,7/22/2018
234,89887,Mail,3,1/15/2019
109,39256,Fax,1,12/18/2017
965,71148,Sales visit,2,4/18/2017
224,71291,Mail,3,10/9/2015
353,18772,Sales visit,1,11/9/2018
932,81645,Fax,3,11/29/2018
869,19161,Mail,3,11/7/2016
305,83515,Telephone,3,7/5/2018
519,40383,Web,2,11/27/2018
239,68099,Telephone,3,1/31/2018
518,73687,Sales visit,2,5/30/2017
937,10345,Fax,1,9/3/2016
611,23967,Telephone,1,3/17/2018
848,81221,Mail,1,8/17/2016
857,96391,Mail,2,1/30/2016
837,76058,Sales visit,3,12/10/2017
620,78281,Telephone,4,11/14/2018
225,83166,Fax,1,8/20/2018
536,35117,Telephone,4,11/25/2016
239,58155,Sales visit,2,12/5/2016
666,14683,Sales visit,1,12/31/2015
169,14625,Fax,3,10/11/2016
904,76724,Mail,1,6/13/2016
948,17707,Mail,1,8/8/2017
863,27578,Telephone,2,3/24/2017
895,14828,Telephone,3,9/1/2018
384,33177,Telephone,2,9/26/2018
225,56670,Web,2,8/16/2015
485,86691,Telephone,1,12/29/2016
512,35838,Telephone,3,11/20/2015
920,96912,Mail,1,11/30/2018
743,37606,Sales visit,4,1/7/2019
434,66035,Telephone,4,5/14/2017
642,46374,Telephone,1,9/4/2018
997,40575,Telephone,4,1/27/2016
288,91958,Web,3,3/25/2017
179,31721,Sales visit,3,8/16/2018
225,10982,Sales visit,3,7/29/2018
233,34078,Web,1,1/30/2018
476,57910,Telephone,2,11/1/2018
143,75505,Telephone,4,1/13/2019
998,14828,Telephone,4,5/10/2015
632,88262,Fax,3,3/1/2017
332,36764,Fax,2,6/27/2017
620,54413,Telephone,2,8/24/2017
233,94143,Sales visit,1,10/28/2017
478,66202,Web,3,1/30/2016
578,77845,Mail,4,3/31/2016
741,24855,Mail,1,8/21/2015
836,20656,Telephone,4,9/5/2018
479,96597,Sales visit,2,8/1/2015
663,89242,Sales visit,1,11/2/2015
924,41264,Telephone,4,6/12/2018
133,94094,Telephone,1,8/22/2018
642,56856,Web,4,9/28/2018
248,10297,Mail,4,11/5/2015
563,44892,Telephone,4,6/29/2016
773,80255,Web,2,12/13/2017
381,99086,Fax,1,3/16/2017
429,45974,Web,4,7/16/2017
531,91285,Fax,1,4/17/2015
267,49115,Sales visit,2,8/25/2017
427,42879,Fax,3,12/8/2018
404,18597,Web,3,10/29/2018
563,57554,Fax,3,7/29/2016
104,34078,Mail,4,9/14/2017
979,95886,Web,2,12/28/2017
197,21477,Sales visit,2,3/17/2016
158,22716,Mail,1,3/12/2018
487,95617,Sales visit,1,5/24/2015
317,12848,Fax,1,10/31/2015
312,48228,Sales visit,3,9/23/2015
998,24855,Mail,4,12/18/2015
995,45859,Fax,4,4/25/2018
422,89082,Mail,1,11/15/2018
854,70764,Fax,4,11/4/2018
678,34945,Web,3,12/18/2015
954,59421,Mail,3,1/22/2017
922,55481,Telephone,1,3/18/2019
576,51035,Web,1,1/11/2017
693,11088,Web,4,9/17/2018
458,28200,Mail,2,10/5/2015
124,39636,Fax,3,7/10/2016
513,53964,Fax,2,8/8/2015
634,45503,Sales visit,4,5/10/2018
578,64023,Telephone,4,12/24/2015
